Date,SPY,QQQ,IWM,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ
2018-01-02,0.0590688147128282,2.0623407053673732e-05,0.005407509192305703,1.932872274233083e-05,4.945169898444331e-06,0.6003658139425091,3.842190005286643e-06,5.937604695642682e-05,0.32030203687931436,2.154926554821633e-05,0.014721000068369577,5.160402468812778e-06
2018-02-01,0.05703124999809017,1.777998257981187e-05,0.0027622415856321985,1.8596480007483342e-05,4.931737765193624e-06,0.6053659568706897,3.926274459209347e-06,5.45294820683438e-05,0.32002027613269995,2.201084043495099e-05,0.014693489539280895,5.011076292111703e-06
2018-03-01,0.04294920746957598,3.20870914952159e-05,0.008548452892849761,3.318752959145397e-05,4.576387360870056e-06,0.6157030758409212,2.657076613475932e-06,3.714421897458364e-05,0.3181562711855355,2.0017512958220244e-05,0.014509225627058997,4.097167064833983e-06
2018-04-02,0.0447337440947395,2.8650477877511327e-05,0.011588838762572898,6.52238111144972e-05,5.403395810015428e-06,0.6249050583583113,2.81035473259896e-06,3.472960678340989e-05,0.2980546304449575,2.019765426878594e-05,0.02055591811340746,4.79492542455949e-06
2018-05-01,0.03636234953195632,3.561417724047177e-05,0.015708554678396904,0.00010228858886424717,6.417156869490621e-06,0.626277156466724,3.0930592054843205e-06,4.190401595455581e-05,0.29971222909398887,2.006701045319775e-05,0.021724629316011927,5.696904334500694e-06
2018-06-01,0.04281514785589122,5.9911283972067516e-05,0.009114831776675473,0.00038816232767180294,1.2999008332474224e-05,0.6261723703269922,6.78547692616766e-06,9.152891991948094e-05,0.2981705302633633,2.8408615876698652e-05,0.02312742829071434,1.1895853664629636e-05
2018-07-02,0.04318060096852287,7.559078446948805e-05,0.006388598352262722,0.0003204636763915328,1.7523891679474853e-05,0.6330994779281492,9.153310561790728e-06,0.00011196071160719264,0.29711733769462545,2.998191842774175e-05,0.01963350183248538,1.5808930817332305e-05
2018-08-01,0.04284087290084602,5.934295714415642e-05,0.0057093091881221325,0.00018043209929521757,1.3321680848964772e-05,0.6353686495281569,7.231036814741569e-06,8.535407211337469e-05,0.2992883838299629,2.390377936590756e-05,0.016411001400087617,1.2197527242073877e-05
2018-09-04,0.0569658910099432,1.2735082293282737e-05,0.003500719947678679,6.189822123209365e-05,5.430111145905324e-06,0.6394538616364955,3.995714888624124e-06,4.395961250919999e-05,0.2835496035615018,1.2120481752127347e-05,0.016384011843888324,5.772776671122617e-06
2018-10-01,0.05202579298768045,1.0145880539131996e-05,0.006982255222557066,3.87373256339497e-05,3.7453426856692095e-06,0.6390954084855306,2.6312645621064103e-06,2.8438953873979137e-05,0.286606805023921,8.481644976939418e-06,0.01519380122604526,3.756641993803214e-06
2018-11-01,0.04739686434500512,1.2735511305949255e-05,0.006809069377196436,7.158983974407588e-05,4.567175475502673e-06,0.640515965344752,2.832957758284031e-06,3.1055430786465785e-05,0.2893806128125779,1.042097324899795e-05,0.015759931663635294,4.354568513787739e-06
2018-12-03,0.041228139084080385,2.9354176409935373e-05,0.005871014875951102,0.00013988357127321899,8.650267213431798e-06,0.6384259712890332,4.583136066633964e-06,5.230106569855638e-05,0.29671554590433225,1.746675500272315e-05,0.017498116285185508,8.973589753075131e-06
